,data,label
818,보기만해도 짜증나 죽겠어 . 왜 갑자기 내가 아르바이트를 할 때 당신과 같은 대우를 받아야 합니까? 똑같이 취급? 친구들 사이의 수업은 어디에 있습니까? 내가 왜 친구야 그 와중에 웃으면서 친절하게 대해주니 너무 뻔뻔하다. 주제가 무엇인가요? 나를 친구로 생각하지 않았다는 말씀이신가요? 그냥 너랑 같이 갈 때 내가 더 눈에 띄어서 데려갔을 뿐이야. 난 몰랐 거든 ? 무엇 ? 당신은 그 동안 나를 당신과 함께 데려 갔습니까? 웃기다. 너 . 예쁜 구석이나 자랑스러운 구석이 없어도 나랑 사귀는 걸 감사해야지. 이제 말 끝났어? 아니요 ? 덜했다 당신과 함께 나에게 보답하고 싶다면 당신은 부엌에있을 자격이 있습니다. 홀 보러 갑니다 . 무슨 말도 안돼. 같이 아르바이트를 하는데 왜 너는 홀에 있고 나는 부엌에 있니? 번갈아 가며 함께 해야 합니다. 맞아요 나보다 못생겼으니 손님들이 얼굴보고 섭섭하니까 나가면 안됩니다.,3
819,"여러분, 오늘의 회식. 모두 참석해주세요! 선생님, 제가 오늘 사정상 저녁식사에 참석할 수 없을 것 같습니다. Jane의 남자 친구와 약속이 있습니까? 무슨 일이야 아니, 그건 개인적인 일이야, 그래서 나는 당신에게 말한다. 세상이 많이 좋아졌습니다! 막내가 파티에 불참! 회사생활이 힘들까요? 수석은 누구입니까? . 나는 Mr. Jane의 선배입니다! 은주, 후배 양성 제대로 안 했나? 제대로 해보자! 죄송합니다! 제대로 가르쳐 줄게! 죄송합니다, 선배. 나 때문에 Jane이 저녁 파티에 참석하지만 중간에 떠납니다! 사람들은 왜 그렇게 융통성이 없습니까? 이 모든 것을 가르쳐야 합니까? 제대로 해보자! !",2
820,"야, 나랑 일하기 전에 병원에 갔던 거 기억나? 네, 제 딸이 당신이 간 이식을 받을 수 있다고 말한 것을 기억합니다. 아. 왜 그런 겁니까 ? 부탁드리겠습니다 네 ? 어쨌든, 그게 아닙니다. 지금 내 부탁을 거절할 건가요? 음 ? 간 이식입니다. 내 가족도 아닙니다. 그럼 어쩔 수 없어. 그럼 하지마. 감사합니다. 내 딸이 죽어가고 있고 당신의 딸을 무사히 내버려둘 수는 없습니다. 그래 무슨 말이야? 저를 이해하지 못하셨나요? 내 딸이 죽으면 네 딸도 죽을 것이다. 왜 이런 짓을하는? 나는 그것을 정말로 얻는다. 나는 그것을 할 것이다.",0
821,"이봐 이봐 너 얼마나 뚱뚱해? 내가 뚱뚱해서 뭐가 문제야? 보기만 해도 역겹네요. 내가 뚱뚱해서 당신에게 무슨 해를 끼쳤습니까? 아, 물론이지, 무슨 소리야? 야 저리 가 역겨우니까 말도 안 돼",3
822,"휴가를 떠난 지 얼마나 되었나요? 기분이 좋지 않아서 죄송합니다. 직장에 뒷자리를 잡고 있기 때문에 승진을 할 수 없는 것은 아닙니다. 생각해보세요. 최선을 다하겠습니다 . 물에 던지면 주둥이만 뜹니다. 즉, 행동으로 보여주세요. 나는 더 열심히 노력할 것이다. 암튼 너 말고도 아픈 사람들이 많으니 힘내라. 괜찮은 .",2
823,"어이 오빠, 잘 지내? 요즘 아르바이트를 하시나요? 네, 맥도날드에서 아르바이트를 시작했습니다. 근데 지금 배가 너무 고파서 원만. 하나 ? 당신의 지갑은 저기 있습니다. 아, 그런데 알바를 새로 시작하셨으니 한 번 해보셔야 하지 않겠습니까? 저번에 피자 사라고 10,000원 ​​줬어요. 그게 그거고 이건 이거지. 나 배고파 . 시간이 없어 지금 돈이 없어 돈이 있다고? 돈이 없으면 체크카드를 빌릴 수 있어요! 뭐 ? 저것 . 아니요 .",1
824,"야 너 내동생 여자친구한테 편지쓰는거야? 오 오빠 나 돌려줘 내 사랑하는 여자 친구를 보자. 아 읽지마! 아니, 이건 내 동생에게서 온거야! 가만히 있어 내 편지야! 요즘 항상 당신을 생각합니다. 당신은 어떤 소치기 소녀입니까? 웃기다. 그만하고 포기해! 이봐, 나도 예수에 대해 알아야 해. 이것은 사생활 침해입니다! 줘!",3
825,"벌써 시네 먼저 들어가자. 모두 안녕히 계세요. 잠시만 나를 봐. 예 . 아무것 ? 정말 . 다른 사람들이 초과 근무하는 것을 볼 수 없습니까? 예 . 그나저나 안녕, 밤새도록 일할래? 아니, 인사는 했는데 다씨는 왜 이렇게 사회성이 부족한 걸까? 그럼 어떻게 해야 할까요? 그걸 왜 나한테 물어? 너 스스로해라",2
826,"민주씨의 청소부 아줌마가 안 오는 거 알아? 그녀는 집에서 일이 있었기 때문에 사랑 노래를 썼습니다. 예 . 그렇습니까? 어, 그래서 오늘 민주는 화장실 청소하고 휴지통 비우고. 나는 어때? 네, 민주가 하루만 청소 안 해도 괜찮을 것 같아요. 아. 오늘은 일도 많고 바쁩니다 민주씨 여기 바쁘지 않은 분이 어디 계세요? 영민주가 가서 해야지. 몸을 굽혀 청소해야 하나요? 예 . 알겠습니다. 계속 진행하겠습니다.",2
827,"오, 냄새난다. 왜 그런 겁니까? 아니, 냄새가 나죠? 나만 느껴봐 맞아요 냄새가 어떤가요? 오 . 당신은 그것을 느끼지 않는 것 같습니다. 당신에게 더러운 냄새를 제공 중지합니다. 어제도 그저께도 오늘도 매일 씻는데 무슨 소리야? 매일 씻어도 냄새가 난다면 문제가 되지 않나요? 그래서, 당신도 부모와 자식입니까? 부모님을 욕하지 마십시오.",3
828,"이 약을 즉시 복용하지 않으면 가족이 위험에 처할 수 있습니다. 이것만 먹으면 우리 가족이 살 수 있을까? ? 닥치고 재빨리 쳐서 잠시만 기다리세요. . 잠시만 기다리십시오. ! 우리 가족들 얼굴 한 번만 보게 해주세요 그럼 제가 마실게요 못하겠어요 다 죽여야 해요 아아 마실게요 잠깐만 기다리지 말고 다 마셔요! 은지야, 미안해. 드라마 찍지 말고 빨리 마셔 임마 알겠어 . 그래 좋은 선택이야 내 가족을 구해줄게",0
829,아버지는 어디 계시니? 여자친구가 기안대학교 무용과에 갔다고? 만지지 마세요. 그는 이것과 아무 관련이 없습니다. 마지막으로 한 번 더 묻겠습니다. 아버지는 어디 계시나요? 어디세요 ! !,0
830,"정말 화가 나서 칼로 찌르고 싶습니다. 왜 그것을하고 있습니까? 여기는 아무도 찾을 수 없는 곳, 정말 죽고 싶니? 내가 잘못했어 정말 쉽게 죽을 순 없어 고통스럽게 널 죽이고 싶어 그만해 내가 잘못했어 니가 날 화나게 했다면 나도 하면 안 돼? 앞으로는 당신을 화나게 하지 않겠습니다. 시끄러워 요. 한 번 더 말해보세요.",0
831,"안녕하세요 박대리입니다. 이것 좀 봐주실래요 ? 괜찮은 . 혹시나해서 죄송하지만 계속 치는게 조금 불편합니다. 말로 하면 안되나요? 아니 뭐 세게 때리는건 아닌데 그냥 톡톡 두드리는게 그렇게 불쾌하냐? 아뇨, 그런 뜻은 아니지만 . 아니요, 상사는 직원을 가볍게 때릴 수 있습니다. 왜 그런 반응을 보이는 거죠? 죄송합니다 . 내가 어디 있지? 그런 다음 평소에 전화를 걸면 빨리 내 자리로 오세요. 꼭 내가 와서 이런 얘기를 하게 해야 합니까? 음 ? 조심할게요. 사장 . 죄송합니다 .",2
832,"사인볼 아니야? 그것 은 빤다 멋지다 . 이거 받으려고 얼마나 줄을 섰을까요? 오, 노력할 가치가 있습니다. 이봐, 그런 의미에서 이것을 아카데미에 가져갈게. 무엇 ? 아니요 . 내가 이것을 어떻게 얻었는지 내 말은, 손상되어서는 안된다는 것입니다. 훼손 안하고 잘 돌려드리겠습니다. 그럼 괜찮아. 이 상태로 표시되지만 어떻게 손상될 수 있습니까? 박스가 있지만 이렇게 보시면 반품 가능합니다. 아직도 아니야 . 당신은 결코 모른다. 나는 그것이 일어나지 않을 것이라고 걱정하고 일어나지 않을 것입니다. 좋아 , 당신 은 그것을 청소 해야 합니다 .",1
833,"길동프로그램을 위해 출연할 오늘 회의 안건에 대해 모두 의견을 주시면 감사하겠습니다. 자유롭게 줘 뭐 생각해보면 재미도 중요하지만 분위기를 책임질 수 있는 박배우는 어떤가요? 생각해보면 박배우는 너무 어려서 분위기를 책임지기에 적합하지 않다는 생각이 든다. 나는 의견을 제시했는데 왜 반박하는가? 나보다 나이가 많다고? 오해가 있으신 것 같은데 좋은 프로그램을 만들기 위해 의견을 냈습니다. 불편하셨다니 죄송합니다. 아니, 나이가 아무리 많아도 경력이 낮지 않나? 맞습니까? 네 맞습니다. 하지만 프로그램에 적합하지 않다는 제 의견을 표명한 것 뿐입니다. 내가 늙어서가 아닙니다. 그나저나 남의 의견에 왜 그렇게 토를 하셨습니까? 그래서 그것은 단지 경력입니다. 나이는 어리지만 경험은 많은 사람 앞에서 자신의 의견을 말하는 것이 부끄럽지 않습니까? 부끄럽게 생각해주세요. 어떻게 경력이 낮은 아이도 자기 의견을 표현할 수 있는 사회가 되었나? 아침부터 기분이 정말 좋습니다. 불편하셨다면 죄송합니다. 나는 얼굴이 없다. 예 . 매우 불편했습니다. 방법을 모르니 늦게 입사해서 승진이 안 되는 사람이라면 의견을 내지 마세요. 이 회사에 전혀 도움이 되지 않습니다. 너도 그거 몰라?",2
834,"치마 샀어요 네, 예뻐요. 네, 치마는 예쁜데 종아리 때문에 맘에 안 들어요. 좋아요 ? 나는 아주 나쁘게 알고 있다. ? 뭐? 마음에 든다면 어쩔 수 없지만, 나 같으면 절대 입지 않을 거다.",3
835,"이번 주말 거리에서 집회가 있을 예정입니다. 반드시 각 지부별로 최소 3명 이상 참석해주시기 바랍니다. 아, 하지만 우리 프랜차이즈 . 두 사람뿐이라 불가능할 것 같아요. 그런 다음 적어도 한 명 더 올 사람을 선택하십시오. 이번 집회에 불참하는 가맹점은 재료비 인상된 가격으로 배송된다. 스스로 결정할 수 없습니다. 우리도 형편이 있는데 어떻게 며칠 만에 고용할 수 있고 누가 월급을 주겠습니까? 나는 얻기 위해 집결하고 있습니까? 이것은 여러분 모두에게 좋은 말을 전하기 위한 집회입니다. 사실 나에게 이득은 없다. 그럼 참여하고 싶은 분들만 하세요. 나는 그것을 좋아하지 않는다. 그렇습니까? 그럼 사람을 보내지 마세요. 내가 해줄게, 그러니 원자재를 더 비싸게 사. 더 많은 사람들이 할 수 있도록 알려주세요. 내 자유 의지인데 왜 내가 고통을 받아야 합니까? 애초에 시위를 하려는 사람들을 응원하면 나도 나갈 생각이다. 당신은 그 어떤 것도 필요하지 않습니다. 그냥 피할 준비를 하세요. 그냥 인력을 보내겠습니다. 세 사람이 먹기에 충분합니다. ? 4명, 3명만 보내면 된다고 왜 자꾸 얘기해. 3명만 지원해주세요.",1
836,야 어디가는데 누구야? 나 ? 내가 누군지 모르겠어 왜 이러니? 왜 이러세요? 이 분이 누군지 모르지만 그 사람을 오해했습니다. 오 좋아보이네요 저한테 주실래요? 그냥 주실래요? 아니요 . 왜 이러세요? 아니 왜 이러세요? 왜 이러세요? 왜이러세요 너무 좋아요 계속 이러면 경찰에 신고할게요.,1
837,"안녕 ! 이번에 학교를 옮겼습니다. 나랑 친구가 될래? 음 . 아니, 난 너랑 친구가 되고 싶지 않아. 왜? ? 예전에 학교에서 괴롭힘을 당하고 도망쳤다고 들었어? 누구야? 누가 그런 말을 했는지는 모르겠지만 학교 전체에 소문이 퍼졌습니다. 그건 사실이 아니야. 어, 사실이든 아니든 난 너랑 친구하고 싶지 않아.",3
838,야 형 여기서 뭐해? 녹음 파일 . 나는 무엇을 가지고 있습니까? 그것이 왜 당신에게 15만입니까? 기간이 내일까지인데 대체 뭐야? ! 준비하지 못한다면? 이 녹음 파일이 퍼지면 장난이겠죠. 못된 놈! 그렇게 행동했어야지. 갑자기 그런 돈을 받아달라는 게 어딨어! 너 스스로해라 . 내일까지 준비하지 못하면 이 녹음본을 인터넷에 퍼뜨리겠습니다.,1
839,안녕하세요 알바입니다 손님님 안녕하십니까? 음식이 원래 이렇게 맛없나요? 어떤 부분이 마음에 안 드세요? 그냥 맛없다고 환불해줘 보스는 누구입니까? 사장님 왜 찾으세요? 저는 유튜버 친구입니다. 너 왜 이러니,3
840,"영주야, 뭐해? 내일은 좀 쉬어야겠어요. 내일 도와주세요 내가 왜 당신을 도와야 합니까? 내부 점검이겠죠? 예 . 갑자기 그래서 할 수 없습니다. 그런 다음 직장을 그만 두십시오. 너무한거 아니야? 나는 그가 내가 요청한 것을 도와주지 않았기 때문이라고 생각하지 않습니다. 결정되자마자 말씀드려 죄송합니다. 이건 좀",2
841,"헤어지기 싫어 헤어지기! 헤어지지 않으면 다 죽여버릴거야 죽여달라고 애원할 만큼 고통스럽게 죽여줄게! ! 사랑은 죄가 아닙니다! 사랑 ? 사랑 같은 말을 해 입에 구멍을 뚫고 아무 말이나 해 지금 내게 기회를 줄 때, 헤어질 때, 기회를 줄 때? 웬일이야, 남편의 간수가 되지 못해서 이 분파가 생긴거 아니냐? 아들한테 이러는거야? 당신 아들이 당신 닮지 않아서 잘생긴 것 같은데? 당신은 매우 귀엽다? 무엇 ? 당신은 내 아들을 어떻게 아십니까? 왜 그가 알까 봐 두려워합니까? 당신은 내 아들의 머리카락 하나를 만져! 그 때 너 죽고 내가 죽으면 너 죽고 내가 죽는다? 나는 당신을 죽이고 당신의 아들을 죽일 것입니다. 나는 결코 이런 식으로 혼자 취급되지 않을 것입니다.",0
842,"민주야, 어디 가니? 안녕하세요 보라 도서관에 가고 싶어요. 당신은 내가 당신을 데려 가지 않을 것입니다 타고 싶어요. 운동하러 걸어가면 금방 됩니다. 감사합니다 . 아니요, Cat 버스 요금과 택시 요금을 얼마나 절약할 수 있나요? 당신도 너무 짭니다. 구하려는 게 아니라 하고 싶어서 걷는다. 오해 하지마 . 니가 생각나서 태워주려고 했는데 왜 이렇게 날카롭게 반응해? 늙어서도 아직 자기 차가 없고, 아르바이트로 간신히 살아가는 것이 안타깝기 때문이다. 우리는 친구 다 . 친구 ? 날 그렇게 생각하는데 어떻게 친구가 될 수 있어? 정말 웃기다",3
843,"지출 결의에 도장이 찍혀 있었습니다. 오, 진짜? 죄송합니다. 누가 사과를 듣고 싶어? 예 . ? 쓰려고 했는데 오늘은 다른 팀을 하지 않았다. 형민 선생님 때문이라고 생각하세요? 하지만 어떻게 합니까? 암튼 이렇게 좀 더 힘차게 나가야 하니까 형민이가 두세번 체크해주겠죠? 다른 팀들에게 욕을 하면 기운이 솟는다. 예 .",2
844,어제 피곤했나요? 안 돼! 어둡지 않나요? 흠 그렇습니까? 아! 오늘 화장을 안해서 그런가? 아. 예 . 비대리도 생얼과 부장과는 많이 다릅니다 . 너무 가혹하지 않습니까? ? 당신이 볼 수있는 것에 대해 이야기하고 있습니까? 비프록시가 걱정되서 하는겁니다. 네 알겠습니다,3
845,"이봐, 당신은 돈이 많은 것 같습니다. 나는 아니에요. 하나도 없는 아이가 저런 명품을 입는다? 이것들은 모두 선물입니다. 지금 돈이 없어? 예 아니오 그렇다면 시계를 팔지 말고 저에게 주십시오. 그걸 나에게주세요. 당근 팔아요 팔리면 나도 좀 줄게.",1
846,"때려도 왜 모른척해 야, 안 들려? 너 나 무시 하냐? 아 죄송합니다. 눈이 불편해서 아 짜증나. 눈이 불편하시면 나오지 마세요. 죄송합니다. 아, 장애인들이 왜 이러는지 정말 모르겠다. 장애가 있으면 집에 있습니다. 왜 나와서 이러는거야?",3
847,"야, 좋은 말 할 땐 그만둬. 아니, 엄마가 이거 사줬어.",1
848,"아메리카노 한 잔과 물 한 잔을 추가해주세요. 게스트 물은 종이컵으로만 제공됩니다. 왜 ? 스토어 컵에 담을 수 있습니다. 손님들 중에는 에스프레소에 물 한 컵을 받아서 섞어서 나눠먹는 분이 계시더라구요 . 아니, 내 돈 주고 산 커피를 나눠먹는 게 어때서? 손님 저희 가게는 인메뉴를 원칙으로 합니다. 나 여기 단골이고 당분간 묵을건데, 그러면 안 돼? 아메리카노의 경우 저희도 마진이 없습니다. 죄송합니다 . 나는 이 마을 출신이다. 이 가게의 고객 서비스가 엉망이라는 소문을 퍼뜨리겠다! 그러면 법적 대응을 할 수밖에 없습니다.",3
849,나한테 원하는게 뭐야 내가 뭘 잘못해서 니가 이 세상에서 사라져 버렸어? 어려서 장난치는 걸 좋아하지 않았어요. 내가 당신을 죽이는 것은 아무것도 아닙니다.,0
850,왜 그렇게 생겼어 내 몸에서 시궁창 냄새가 나는 이유는 무엇입니까? 갑자기 왜 질투해? No look in the mirror 당신은 당신이 다투지 않을 것이라고 생각합니까? 아뇨. 정말 어떤 유전자를 물려받았나요? 복제하면서 반으로 잘린 거 아니야? 그만해 진짜 아니 씨발 정우야 존나 ​​멍청하니까 목소리 쓰지마 죄송합니다. 하 경찰에 신고해? 정말 괜찮으세요?,3
851,"여기에 돈을 넣으면 이자를 줍니다. 프로나? 요즘 금리가 낮다는 사실, 알고 계시죠? 알다시피, 난 아무에게도 말하지 않고 그냥 할머니에게 말하고 있습니다. 지금 바빠서 돈이 없어요 그냥 가지고 계신 돈을 넣으세요. 당신은 얼마나 가지고 있습니까? 어머니, 저도 들었습니다. 이것을 놓치면 하고 싶어도 할 수 없다. 난 너랑 같이있어",1
852,"서준아, PC방이 부족하다. 아직 읽지는 않았지만 시끄럽고 사람들을 화나게 만들고 있습니다. 빨리 줘야지",1
853,"야, 뒤로 갈래? 왜 . 왜 담임선생님께 내가 담배 핀다고 말했어? 턱을 찢고 싶습니까? 아니요 . 나는하지 않았다. 바보같이 굴지마, 오늘은 잘될 생각하지마. 내가하지 않았기 때문에! 무엇이든 . 나는 기분이 좋지 않아서 당신을 때릴 것입니다. 어머나 ! 제발 그러지 마세요. 괜찮아요. 팔다리가 모두 부러져 숨이 차는 장면은 볼 만하다. . 흐느낌.",0
854,"김 실장은 운전을 제대로 못한다? 죄송합니다. 당신은 너무 거칠게 운전하고 있습니다. 당신의 차를 쉽게 탈 수 있습니까? 서두르지 마세요. 저번에 내가 너에게 빨리 가라고 한 말을 마음에 새겼느냐? 아니, 그게 내 뜻이야. 죄송합니다, 김 선생님. 절대 아닙니다, 김 선생님. 아니 왜 머리가 아주 부드럽지? 예 예 . ㅋ .",2
855,"안녕하세요 지금 먹방 촬영중입니다. 가능합니까? 아니요. 한 번만 할 수는 없나요? 아니, 나가. 홍보효과가 좋습니다. 글쎄, 그들은 그것을하지 않는다고 말합니다.",3
856,"영희, 내 생각에 당신은 남자친구와 데이트를 하는 것 같아요. 오늘 정말 멋져보이죠? 그런게 아니라 야 어제랑 완전 다른데 요즘 남자친구 있어요? 사적인 얘기는 하고 싶지 않은데, 피하고 계시는 걸 보니. 남자친구는 저에게 좋은 것 같습니다. 미안하지만 이런 얘기를 하는 게 조금 불편해요. 갑자기 바쁜 척은 그만해주세요. 불편하다. 당신은 매우 엄격합니다.",2
857,오빠 나 급한데 돈 좀 줄래? 나는 돈이 있지만 열심히 저축했습니다. 계속 이러면 엄마한테 말해줄게! ! 말 잘하는 사람은 더 잘 때려야지 정신 차리지 마세요.,1
858,"야 김사원 뭐먹을래? 흠 . 뭘 좋아하세요, 팀장님? 야 박대리님 김사원 안가르쳤어? 죄송합니다. 회사에 입사한 지 오래되었습니다. 알았어 최선을 다해 김치찌개 좋아하니? 어떤 종류의 개에 대해 이야기하고 있습니까? 누가 노인으로 보입니까? 죄송합니다 . 나는 내가 싫어하는 일만 한다. 이것이 회사가 이모 인 이유입니다. 예 ? 당신의 말이 좀 과하네요. 당신이 다시 말할 시간입니까? 제리는 미안해",2
859,"헤이, 헤이, 부모님에게 내일까지 동의하라고 말씀드릴 수 있도록 도와주세요. 뭐 ? 어떻게 해야 하나요? 아니요, 부모님의 사회보장번호만 있으면 됩니다. ? 어차피 교사는 그걸 다 보지 않고 성인 보호자의 동의를 구하는 것뿐이다. 하지만 . 당신은 나에게 이것을 요구하지 않습니다. 오 짜증나 내 말 안 들려? 하지만 . 부모님의 사회 보장 번호를 알려 드렸습니다. 내가 뭐야 나쁜거야? 아 진짜 우리 엄마아빠 이런거 가져오면 뭐라할거고 우리 부모님도 날 미워하실꺼야. 학교생활 망치기 싫으면 알아서 처리해라. 내일까지 부모님 전화번호를 받으세요",1
860,"나 우울해 약 잘 먹고 있어? 오늘은 왜 모든게 힘든가요? 나는 죽고 싶다. 아래에 . 죽고 싶다는 말 그만할래? 음 . ? 만날 때마다 우울하고 죽고 싶다. 내가 너의 감성 쓰레기통인가? 그런 말 그만해, 네 얘기 듣는 것도 지겨워. 당장 그만 둬. 우울증은 당신이 약하기 때문입니다. 일어나 아. 미안해요, 정말 피곤해요. 너무 멍청해서 우울증이 온다",3
861,"손을 들고 움직이지 마세요! 이봐, 이러지 마. 이야기하자. 이 칼이 보이지 않습니까? 움직이지 마! 괜찮은 . 알았어, 거기 움직이지 마, 거기 있는 놈아, 돈 다 쓸어버리고 돌려줘. 내 나? 그래요 당신 ! 말도 안 되는 행동을 하면 살아서 나갈 수 없다는 걸 알아요. 알겠어요 . 서두르다 ! 나는 그것을 빨리하고있다.",0
862,"아, 최회장님, 요즘 일이 잘 되고 있다고 들었어요? 아니요, 지금 직원들에게 약간의 월급을 지불하고 싶습니다. 아니, 내가 거기에 회사를 차릴 때 조금은 도움이 된 것 같은데, 그 덕이 없는 것 같다. 아. 곧 자리를 마련하겠습니다. 곧 할 일이 있습니까? 오늘 밤은 어때? 오늘 저녁식사. 알았어 그럼 내가 연락할게. 예, 나중에 저에게 연락할 수 있도록 여기로 모셔다 드리겠습니다. 오~ 분위기 좋네요. 한잔하세요. 나는 사장님의 차에 약간을 넣었다. 제작은 성실하니 받아주세요.",1
863,"항목 상태가 좋지 않습니다. 환불해주세요. 무슨 얘기를 하는 건가요? 미개봉 새상품 판매합니다. 아니요, 제품 상태가 좋지 않고 마음에 들지 않는데 왜 환불을 요청할 수 없나요? 이거 봐 새거라고 하면서 환불 불가 조건으로 싸게 팔았다. 아 그럼 상품 상태가 마음에 안들어서 환불해주세요! 새상품을 터무니없는 가격에 구매했는데 상태가 안좋아서 환불요청했습니다. 터무니없다. 환불안하시면 쇼핑몰에서 쓰레기라고 소문낼거에요! 소문! 그럼 허위 사실 유포로 대응하겠습니다. 집에 개가 있습니까? 나는 그 강아지를 납치했다. 이 사람은 무엇에 대해 이야기하고 있습니까! 사기꾼 고소하겠다고 협박",0
864,여기요 ! 뭐하세요? 왜 내 사진을 훔치고 나인 척 했어? 재미있는 ? 사진을 훔치고 재미로 남자들과 바람을 피우십니까? 왜 웃기지? 아니요 ? 이런 친구가 어디 있습니까? 나를 위해 남자를 찾고 인기를 얻으십시오.,3
865,그래서 누구였습니까? 모르겠습니다 . 모르겠습니다 ? 봤어 누군지 봤어? 평생 아무것도 보지 않고 살게 해줄래? 정말 어두워서 볼 수 없었습니다. 당신은 겁이 없어요. 제가 주머니에 송곳을 가지고 다니는 거 아시죠? 정말 아무것도 볼 수 없었기 때문입니다. 관자놀이 깊숙이 찔러 넣으면 소리가 나지 않을까요? 왜 계속 이러세요? 나는 그것을 정말로 보지 못했다. 찌르기 머리 대 찌르기를 구해주세요,0
866,"Yaya Ilo에 돈이 있습니까? 아뇨, 아뇨, 왜 돈이 없어요? 죄송합니다. 나중에 가져오겠습니다. 죄송합니다? 지금은 가져올 수 없습니다. 나중에 꼭 가져오겠습니다. 아 안돼 미안한데 오늘은 나 좀 봐주면 안 돼? 뭔말인지 이해가 안가는데 오늘 돈 안주면 오늘 나한테 죽을거야 알았지? 엄마, 나 지금 아파요! ! 그게 나랑 무슨 상관이야? 어서 가져와.",1
867,"김 대리님, 커피 한 잔 주세요. 인벤토리를 정리하고 있습니다. 커피 한 잔을 가져오라고 합니다. 나는 많이 말하고있다. 관리자님, 몇 분 안에 이 문서를 업로드해야 합니다. 이봐, 커피 가져다주는 데 얼마나 걸릴지 알아. 그럴 리가 없어 넌 대체가 될 수밖에 없어",2
868,"대리인은 그 외에 다른 일을 할 수 있습니까? 죄송합니다, 매니저님. 이번 공연은 어떻게 할까요? 사람들은 진전을 이루지 못하고 있습니다. 다시 수정해서 수정하지말고 처음부터 다시 써볼까? 그래 처음부터 내 말이 기분 나쁘니? 죄송합니다. 내일까지 내 책상에 올려놔, 알았지? 괜찮은",2
869,"지현씨 소개팅 시켜드릴까요? 제 주변에는 아는 사람이 없습니다. 아, 사장이 불편해. 이거? 아니면 너무 나이가 들어서 지현이 같은 청년이 될 수 없는 걸까요? 아니, 그게 아니라 괜찮은 사람이 없어. 지현은 주말마다 남자친구를 만나느라 바쁩니다. 매주 볼 수 없습니다. 차장, 당신은 데이트하고 나머지는 신경 쓰지 않습니다. 지현이가 직장에 친구가 없는 이유를 아십니까? 회사는 일하는 곳인데 왜 친구를 사귀어야 할까요? ? 지금 돌려서 말하는거야? 지현아, 회사에서 소문이 얼마나 안 좋은지 알아? 계속 이러면 좋은 연기 못 할 거 아시죠? 알겠습니다. 찾아보겠습니다.",2
870,"오늘까지 끝내주세요, 네? 출근 몇 분 전인데, 몇 분이에요? 빨리 해도 2~3시간은 걸릴 것 같아요. 당신은 곧 그것을 할. 내일 하면 안되나요? 예 아니오 빨리 끝내고 퇴근하세요. 더 빨리 줬어야 했어 . 지금 당신의 상사에 대한 당신의 태도는 어떻습니까? 이것 ? 사회생활이 처음이신가요? 이것은 태만입니다. 아래에 .",2
871,"잠깐 기다려요 ? 왜 ? 왜, 왜, 무엇을 묻고 싶습니까? 당신은 돈이 있습니까? 존재하지 않습니다. 검색해서 나오시면 10원에 1개 나옵니다. 10원도 없습니다. 50,000원.",1
872,당신이 쓴 모든 것을 말하지 않았습니까? 사실입니다. 그것을 증명하십시오. 인터넷이라 신분을 훔칠 수 없다니 어떻게 믿나요. 인터넷에 불평하고 팔로워를 늘리는 것이 좋은가요? 믿기 ​​싫으면 믿지마세요. 모두가 당신의 진정한 정체성을 알아야 합니다. 그만 말했으면 좋겠어. 당신의 현재 삶은 시궁창이므로 여기서 행동하고 있습니다. 그만하라고 말해,3
873,"와, 신발 샀어? 어어어어 하나 샀어요. 나도 하나 원해, 응? ? 철수야, 너의 아버지는 의사이고 돈을 많이 번다. 뭐? 우리 철수는 아버지를 닮지 않았나요? 그는 왜 그렇게 귀머거리입니까? 무슨 얘기를 하는 건가요? ? ? ? 나도 친구 잘둔덕에게 좋은 신발을 신어보고 싶다. 내일 당신을 만나기를 기대합니다",1
874,"아니, 머리가 왜 그래? 고객님 그래서 고객님께서 곱슬이신데 이머리로 하시면 볼륨이 더 커진다고 말씀드렸어요. 푸들입니다. . 괜찮다고 하셨습니다. 아니, 괜찮은 것들도 있다. 제가 고소를 당하고 있나요? 오 , 사람 의 머리카락 을 만지작거리 는 것에 대해 당신 을 고소할 것입 니다 . 그냥 다시 풀어보겠습니다. 앉아. 4시간이 소요됩니다.",3
875,"야 찐이야 응 상철 왜그래 . 가게에 가서 빵을 사서 돈을 받으세요. ? 아나, 지난번에 덜 맞았어? 당신은 그것을 구입해야합니까? 상철아, 책 사는 게 돈이 되니까 안 돼. 정말 짜증나. 어서 빵 좀 사오세요. 그러니 조금만 주세요. 이게 빨리 돌아갔나요? 뭐 . 좋아요 .",1
876,"안녕하세요 복자식당입니다. 장난해 그래? 아니오 주문한지 1분도 안되서 죄송합니다. 혹시 주소가 어떻게 되세요? 인천 부평구. 지금 떠났지만 아직 도착하지 않은 것 같아요. 지금 장난하니? 나랑 뭐하는거야? 죄송합니다, 고객님. 최대한 빨리 도착하도록 노력하겠습니다. 너희들은 내가 미안한 모든 것에 대해 이야기할 거라는 것을 알고 있다. 선생님",3
877,그는 다시 자랑한다. 자랑이 아니라 도움이 되는 정보를 드리고 싶었습니다. 발 . 적당히 수준을 낮추십시오. 나는 심각하다. 날 믿어 . 나 너 왜 나 ? 그럼 그냥 지나가길 바래. 얘들아 나랑 말다툼해서 미안해 제대로 사과하지 않았습니까? 정말 죄송합니다.,3
